id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;21/04/2000 00:00:00;20.750,40833333
N;Norte;22/04/2000 00:00:00;2.352,71250000
NE;Nordeste;22/04/2000 00:00:00;5.388,54583333
S;Sul;22/04/2000 00:00:00;5.473,55833333
SE;Sudeste/Centro-Oeste;22/04/2000 00:00:00;22.211,11666667
N;Norte;23/04/2000 00:00:00;2.307,30000000
NE;Nordeste;23/04/2000 00:00:00;5.240,12916667
S;Sul;23/04/2000 00:00:00;4.898,14166667
SE;Sudeste/Centro-Oeste;23/04/2000 00:00:00;20.683,60833333
N;Norte;24/04/2000 00:00:00;2.491,06250000
NE;Nordeste;24/04/2000 00:00:00;5.967,61666667
S;Sul;24/04/2000 00:00:00;6.705,77916667
SE;Sudeste/Centro-Oeste;24/04/2000 00:00:00;25.484,22500000
N;Norte;25/04/2000 00:00:00;2.462,72083333
NE;Nordeste;25/04/2000 00:00:00;5.991,15000000
S;Sul;25/04/2000 00:00:00;7.118,34583333
SE;Sudeste/Centro-Oeste;25/04/2000 00:00:00;26.436,19583333
N;Norte;26/04/2000 00:00:00;2.458,46666667
NE;Nordeste;26/04/2000 00:00:00;5.960,41666667
S;Sul;26/04/2000 00:00:00;7.292,84166667
SE;Sudeste/Centro-Oeste;26/04/2000 00:00:00;26.576,15000000
N;Norte;27/04/2000 00:00:00;2.489,06250000
NE;Nordeste;27/04/2000 00:00:00;5.974,48333333
S;Sul;27/04/2000 00:00:00;7.372,71833333
SE;Sudeste/Centro-Oeste;27/04/2000 00:00:00;26.718,81916667
N;Norte;28/04/2000 00:00:00;2.484,17083333
NE;Nordeste;28/04/2000 00:00:00;6.035,77500000
S;Sul;28/04/2000 00:00:00;7.426,82916667
SE;Sudeste/Centro-Oeste;28/04/2000 00:00:00;26.943,85000000
N;Norte;29/04/2000 00:00:00;2.389,43750000
NE;Nordeste;29/04/2000 00:00:00;5.672,47500000
S;Sul;29/04/2000 00:00:00;6.589,32500000
SE;Sudeste/Centro-Oeste;29/04/2000 00:00:00;24.723,98750000
N;Norte;30/04/2000 00:00:00;2.320,07500000
NE;Nordeste;30/04/2000 00:00:00;5.214,10416667
S;Sul;30/04/2000 00:00:00;5.445,24166667
SE;Sudeste/Centro-Oeste;30/04/2000 00:00:00;22.078,47083333
N;Norte;01/05/2000 00:00:00;2.315,60000000
NE;Nordeste;01/05/2000 00:00:00;4.993,38750000
S;Sul;01/05/2000 00:00:00;5.323,66250000
SE;Sudeste/Centro-Oeste;01/05/2000 00:00:00;21.881,53750000
N;Norte;02/05/2000 00:00:00;2.497,52500000
NE;Nordeste;02/05/2000 00:00:00;5.926,08333333
S;Sul;02/05/2000 00:00:00;7.043,13333333
SE;Sudeste/Centro-Oeste;02/05/2000 00:00:00;26.977,29166667
N;Norte;03/05/2000 00:00:00;2.498,20416667
NE;Nordeste;03/05/2000 00:00:00;6.053,44583333
S;Sul;03/05/2000 00:00:00;7.266,16666667
SE;Sudeste/Centro-Oeste;03/05/2000 00:00:00;27.749,71250000
N;Norte;04/05/2000 00:00:00;2.506,54583333
NE;Nordeste;04/05/2000 00:00:00;6.068,04166667
S;Sul;04/05/2000 00:00:00;7.332,22500000
SE;Sudeste/Centro-Oeste;04/05/2000 00:00:00;27.879,17083333
N;Norte;05/05/2000 00:00:00;2.517,87916667
NE;Nordeste;05/05/2000 00:00:00;6.004,62916667
S;Sul;05/05/2000 00:00:00;7.344,51250000
SE;Sudeste/Centro-Oeste;05/05/2000 00:00:00;27.622,35833333
N;Norte;06/05/2000 00:00:00;2.426,43750000
NE;Nordeste;06/05/2000 00:00:00;5.678,34583333
S;Sul;06/05/2000 00:00:00;6.112,81666667
SE;Sudeste/Centro-Oeste;06/05/2000 00:00:00;25.191,07916667
N;Norte;07/05/2000 00:00:00;2.354,15000000
NE;Nordeste;07/05/2000 00:00:00;5.294,53333333
S;Sul;07/05/2000 00:00:00;5.040,70416667
SE;Sudeste/Centro-Oeste;07/05/2000 00:00:00;22.061,73750000
N;Norte;08/05/2000 00:00:00;2.494,94583333
NE;Nordeste;08/05/2000 00:00:00;6.037,02083333
S;Sul;08/05/2000 00:00:00;6.771,77916667
SE;Sudeste/Centro-Oeste;08/05/2000 00:00:00;26.140,63750000
N;Norte;09/05/2000 00:00:00;2.467,08333333
NE;Nordeste;09/05/2000 00:00:00;6.183,54583333
S;Sul;09/05/2000 00:00:00;7.026,01250000
SE;Sudeste/Centro-Oeste;09/05/2000 00:00:00;26.679,85000000
N;Norte;10/05/2000 00:00:00;2.508,49166667
NE;Nordeste;10/05/2000 00:00:00;6.186,42916667
S;Sul;10/05/2000 00:00:00;7.041,40000000
SE;Sudeste/Centro-Oeste;10/05/2000 00:00:00;26.482,65416667
N;Norte;11/05/2000 00:00:00;2.522,05416667
NE;Nordeste;11/05/2000 00:00:00;6.121,65833333
S;Sul;11/05/2000 00:00:00;7.035,50416667
SE;Sudeste/Centro-Oeste;11/05/2000 00:00:00;26.312,65416667
N;Norte;12/05/2000 00:00:00;2.553,61666667
NE;Nordeste;12/05/2000 00:00:00;6.009,08333333
S;Sul;12/05/2000 00:00:00;7.143,43333333
SE;Sudeste/Centro-Oeste;12/05/2000 00:00:00;26.138,32916667
N;Norte;13/05/2000 00:00:00;2.491,58750000
NE;Nordeste;13/05/2000 00:00:00;5.559,13750000
S;Sul;13/05/2000 00:00:00;6.329,72083333
SE;Sudeste/Centro-Oeste;13/05/2000 00:00:00;24.159,66666667
N;Norte;14/05/2000 00:00:00;2.379,76250000
NE;Nordeste;14/05/2000 00:00:00;5.024,16250000
S;Sul;14/05/2000 00:00:00;5.152,62500000
SE;Sudeste/Centro-Oeste;14/05/2000 00:00:00;21.269,62083333
N;Norte;15/05/2000 00:00:00;2.436,06250000
NE;Nordeste;15/05/2000 00:00:00;5.790,95000000
S;Sul;15/05/2000 00:00:00;6.982,13750000
SE;Sudeste/Centro-Oeste;15/05/2000 00:00:00;25.766,14583333
N;Norte;16/05/2000 00:00:00;2.458,92083333
NE;Nordeste;16/05/2000 00:00:00;5.969,48750000
S;Sul;16/05/2000 00:00:00;7.272,58750000
SE;Sudeste/Centro-Oeste;16/05/2000 00:00:00;26.631,88750000
N;Norte;17/05/2000 00:00:00;2.443,30833333
NE;Nordeste;17/05/2000 00:00:00;6.032,65833333
S;Sul;17/05/2000 00:00:00;7.108,56250000
SE;Sudeste/Centro-Oeste;17/05/2000 00:00:00;26.983,60833333
N;Norte;18/05/2000 00:00:00;2.457,71666667
NE;Nordeste;18/05/2000 00:00:00;6.080,70833333
S;Sul;18/05/2000 00:00:00;7.113,15416667
SE;Sudeste/Centro-Oeste;18/05/2000 00:00:00;26.559,87083333
N;Norte;19/05/2000 00:00:00;2.456,27083333
NE;Nordeste;19/05/2000 00:00:00;6.137,93750000
S;Sul;19/05/2000 00:00:00;7.077,64166667
SE;Sudeste/Centro-Oeste;19/05/2000 00:00:00;26.351,33750000
N;Norte;20/05/2000 00:00:00;2.383,58333333
NE;Nordeste;20/05/2000 00:00:00;5.782,11250000
S;Sul;20/05/2000 00:00:00;6.244,45000000
SE;Sudeste/Centro-Oeste;20/05/2000 00:00:00;24.380,48333333
N;Norte;21/05/2000 00:00:00;2.324,01666667
NE;Nordeste;21/05/2000 00:00:00;5.285,47083333
S;Sul;21/05/2000 00:00:00;5.131,20833333
SE;Sudeste/Centro-Oeste;21/05/2000 00:00:00;21.544,97500000
N;Norte;22/05/2000 00:00:00;2.495,17916667
NE;Nordeste;22/05/2000 00:00:00;5.920,91666667
S;Sul;22/05/2000 00:00:00;6.748,56250000
SE;Sudeste/Centro-Oeste;22/05/2000 00:00:00;25.430,90833333
N;Norte;23/05/2000 00:00:00;2.505,26666667
NE;Nordeste;23/05/2000 00:00:00;5.971,50833333
S;Sul;23/05/2000 00:00:00;7.058,74166667
SE;Sudeste/Centro-Oeste;23/05/2000 00:00:00;26.232,25833333
N;Norte;24/05/2000 00:00:00;2.479,76250000
NE;Nordeste;24/05/2000 00:00:00;5.938,08750000
S;Sul;24/05/2000 00:00:00;7.158,72500000
SE;Sudeste/Centro-Oeste;24/05/2000 00:00:00;26.271,24166667
N;Norte;25/05/2000 00:00:00;2.503,49583333
NE;Nordeste;25/05/2000 00:00:00;5.937,72083333
S;Sul;25/05/2000 00:00:00;7.212,05833333
SE;Sudeste/Centro-Oeste;25/05/2000 00:00:00;26.291,52916667
N;Norte;26/05/2000 00:00:00;2.512,42916667
NE;Nordeste;26/05/2000 00:00:00;5.911,44166667
S;Sul;26/05/2000 00:00:00;7.036,23750000
SE;Sudeste/Centro-Oeste;26/05/2000 00:00:00;26.613,34583333
N;Norte;27/05/2000 00:00:00;2.445,45000000
NE;Nordeste;27/05/2000 00:00:00;5.682,11666667
S;Sul;27/05/2000 00:00:00;6.205,15416667
SE;Sudeste/Centro-Oeste;27/05/2000 00:00:00;24.576,11666667
N;Norte;28/05/2000 00:00:00;2.355,46250000
NE;Nordeste;28/05/2000 00:00:00;5.235,27500000
S;Sul;28/05/2000 00:00:00;4.995,61250000
SE;Sudeste/Centro-Oeste;28/05/2000 00:00:00;21.627,10000000
N;Norte;29/05/2000 00:00:00;2.491,15416667
NE;Nordeste;29/05/2000 00:00:00;6.003,37916667
S;Sul;29/05/2000 00:00:00;6.712,90000000
SE;Sudeste/Centro-Oeste;29/05/2000 00:00:00;25.119,74166667
N;Norte;30/05/2000 00:00:00;2.516,10833333
NE;Nordeste;30/05/2000 00:00:00;6.160,33750000
S;Sul;30/05/2000 00:00:00;7.034,97500000
SE;Sudeste/Centro-Oeste;30/05/2000 00:00:00;25.979,31250000
N;Norte;31/05/2000 00:00:00;2.517,72500000
NE;Nordeste;31/05/2000 00:00:00;6.059,71666667
S;Sul;31/05/2000 00:00:00;7.065,32083333
SE;Sudeste/Centro-Oeste;31/05/2000 00:00:00;26.276,83750000
N;Norte;01/06/2000 00:00:00;2.502,10416667
NE;Nordeste;01/06/2000 00:00:00;5.998,89583333
S;Sul;01/06/2000 00:00:00;7.006,60833333
SE;Sudeste/Centro-Oeste;01/06/2000 00:00:00;26.401,40833333
N;Norte;02/06/2000 00:00:00;2.501,81250000
NE;Nordeste;02/06/2000 00:00:00;6.052,43333333
S;Sul;02/06/2000 00:00:00;7.038,08750000
SE;Sudeste/Centro-Oeste;02/06/2000 00:00:00;26.470,96666667
N;Norte;03/06/2000 00:00:00;2.452,76250000
NE;Nordeste;03/06/2000 00:00:00;5.675,90833333
S;Sul;03/06/2000 00:00:00;6.222,50000000
SE;Sudeste/Centro-Oeste;03/06/2000 00:00:00;24.351,77916667
N;Norte;04/06/2000 00:00:00;2.369,66250000
NE;Nordeste;04/06/2000 00:00:00;5.162,14583333
S;Sul;04/06/2000 00:00:00;5.127,49166667
SE;Sudeste/Centro-Oeste;04/06/2000 00:00:00;21.706,37083333
N;Norte;05/06/2000 00:00:00;2.503,60000000
NE;Nordeste;05/06/2000 00:00:00;5.755,67500000
S;Sul;05/06/2000 00:00:00;6.935,52916667
SE;Sudeste/Centro-Oeste;05/06/2000 00:00:00;25.856,07916667
N;Norte;06/06/2000 00:00:00;2.542,08333333
NE;Nordeste;06/06/2000 00:00:00;5.889,19583333
S;Sul;06/06/2000 00:00:00;7.290,80000000
SE;Sudeste/Centro-Oeste;06/06/2000 00:00:00;26.540,36666667
N;Norte;07/06/2000 00:00:00;2.528,05416667
NE;Nordeste;07/06/2000 00:00:00;5.898,46250000
S;Sul;07/06/2000 00:00:00;7.355,00000000
SE;Sudeste/Centro-Oeste;07/06/2000 00:00:00;26.719,22083333
N;Norte;08/06/2000 00:00:00;2.549,57916667
NE;Nordeste;08/06/2000 00:00:00;5.809,47083333
S;Sul;08/06/2000 00:00:00;7.264,62500000
SE;Sudeste/Centro-Oeste;08/06/2000 00:00:00;26.854,14583333
N;Norte;09/06/2000 00:00:00;2.569,94166667
NE;Nordeste;09/06/2000 00:00:00;5.739,67083333
S;Sul;09/06/2000 00:00:00;7.188,56666667
SE;Sudeste/Centro-Oeste;09/06/2000 00:00:00;27.130,44583333
N;Norte;10/06/2000 00:00:00;2.431,85833333
NE;Nordeste;10/06/2000 00:00:00;5.453,14166667
S;Sul;10/06/2000 00:00:00;6.372,00000000
SE;Sudeste/Centro-Oeste;10/06/2000 00:00:00;24.929,14166667
N;Norte;11/06/2000 00:00:00;2.363,52083333
NE;Nordeste;11/06/2000 00:00:00;5.066,20416667
S;Sul;11/06/2000 00:00:00;5.189,73333333
SE;Sudeste/Centro-Oeste;11/06/2000 00:00:00;22.135,00000000
N;Norte;12/06/2000 00:00:00;2.518,32083333
NE;Nordeste;12/06/2000 00:00:00;5.792,53750000
S;Sul;12/06/2000 00:00:00;6.947,52916667
SE;Sudeste/Centro-Oeste;12/06/2000 00:00:00;26.359,81666667
N;Norte;13/06/2000 00:00:00;2.528,13750000
NE;Nordeste;13/06/2000 00:00:00;5.900,56666667
S;Sul;13/06/2000 00:00:00;7.150,15000000
SE;Sudeste/Centro-Oeste;13/06/2000 00:00:00;26.941,92916667
N;Norte;14/06/2000 00:00:00;2.520,15000000
NE;Nordeste;14/06/2000 00:00:00;5.946,97500000
S;Sul;14/06/2000 00:00:00;7.291,47083333
SE;Sudeste/Centro-Oeste;14/06/2000 00:00:00;27.235,30000000
N;Norte;15/06/2000 00:00:00;2.531,89583333
NE;Nordeste;15/06/2000 00:00:00;5.864,20833333
S;Sul;15/06/2000 00:00:00;7.328,83333333
SE;Sudeste/Centro-Oeste;15/06/2000 00:00:00;27.267,88333333
N;Norte;16/06/2000 00:00:00;2.555,02083333
NE;Nordeste;16/06/2000 00:00:00;5.889,67916667
S;Sul;16/06/2000 00:00:00;7.342,46666667
SE;Sudeste/Centro-Oeste;16/06/2000 00:00:00;27.236,77916667
N;Norte;17/06/2000 00:00:00;2.439,08750000
NE;Nordeste;17/06/2000 00:00:00;5.602,41666667
S;Sul;17/06/2000 00:00:00;6.433,68750000
SE;Sudeste/Centro-Oeste;17/06/2000 00:00:00;25.079,10833333
N;Norte;18/06/2000 00:00:00;2.364,35416667
NE;Nordeste;18/06/2000 00:00:00;5.208,57083333
S;Sul;18/06/2000 00:00:00;5.259,54583333
SE;Sudeste/Centro-Oeste;18/06/2000 00:00:00;22.225,49166667
N;Norte;19/06/2000 00:00:00;2.537,05000000
NE;Nordeste;19/06/2000 00:00:00;5.904,81250000
S;Sul;19/06/2000 00:00:00;6.953,09583333
SE;Sudeste/Centro-Oeste;19/06/2000 00:00:00;26.545,13750000
N;Norte;20/06/2000 00:00:00;2.511,82916667
NE;Nordeste;20/06/2000 00:00:00;6.009,27083333
S;Sul;20/06/2000 00:00:00;7.168,29583333
SE;Sudeste/Centro-Oeste;20/06/2000 00:00:00;27.377,00416667
N;Norte;21/06/2000 00:00:00;2.497,24166667
NE;Nordeste;21/06/2000 00:00:00;5.972,21666667
S;Sul;21/06/2000 00:00:00;7.003,50416667
SE;Sudeste/Centro-Oeste;21/06/2000 00:00:00;26.861,25833333
N;Norte;22/06/2000 00:00:00;2.377,70416667
NE;Nordeste;22/06/2000 00:00:00;5.500,65833333
S;Sul;22/06/2000 00:00:00;5.770,63750000
SE;Sudeste/Centro-Oeste;22/06/2000 00:00:00;22.511,15833333
N;Norte;23/06/2000 00:00:00;2.522,93333333
NE;Nordeste;23/06/2000 00:00:00;5.655,42500000
S;Sul;23/06/2000 00:00:00;6.591,97916667
SE;Sudeste/Centro-Oeste;23/06/2000 00:00:00;24.757,48333333
N;Norte;24/06/2000 00:00:00;2.425,82916667
NE;Nordeste;24/06/2000 00:00:00;5.239,03750000
S;Sul;24/06/2000 00:00:00;5.986,43333333
SE;Sudeste/Centro-Oeste;24/06/2000 00:00:00;23.588,72083333
N;Norte;25/06/2000 00:00:00;2.314,08750000
NE;Nordeste;25/06/2000 00:00:00;5.064,41250000
S;Sul;25/06/2000 00:00:00;5.232,40833333
SE;Sudeste/Centro-Oeste;25/06/2000 00:00:00;21.550,12916667
N;Norte;26/06/2000 00:00:00;2.524,77083333
NE;Nordeste;26/06/2000 00:00:00;5.701,10000000
S;Sul;26/06/2000 00:00:00;6.975,55833333
SE;Sudeste/Centro-Oeste;26/06/2000 00:00:00;26.209,11666667
N;Norte;27/06/2000 00:00:00;2.542,35416667
NE;Nordeste;27/06/2000 00:00:00;5.792,10833333
S;Sul;27/06/2000 00:00:00;7.170,77916667
SE;Sudeste/Centro-Oeste;27/06/2000 00:00:00;27.268,96666667
N;Norte;28/06/2000 00:00:00;2.541,39166667
NE;Nordeste;28/06/2000 00:00:00;5.844,03333333
S;Sul;28/06/2000 00:00:00;7.267,12083333
SE;Sudeste/Centro-Oeste;28/06/2000 00:00:00;27.204,02500000
N;Norte;29/06/2000 00:00:00;2.517,67500000
NE;Nordeste;29/06/2000 00:00:00;5.779,40833333
S;Sul;29/06/2000 00:00:00;7.206,00833333
SE;Sudeste/Centro-Oeste;29/06/2000 00:00:00;27.153,47500000
N;Norte;30/06/2000 00:00:00;2.533,14583333
NE;Nordeste;30/06/2000 00:00:00;5.756,57500000
S;Sul;30/06/2000 00:00:00;7.062,47083333
SE;Sudeste/Centro-Oeste;30/06/2000 00:00:00;27.205,13333333
N;Norte;01/07/2000 00:00:00;2.378,87500000
NE;Nordeste;01/07/2000 00:00:00;5.491,61250000
S;Sul;01/07/2000 00:00:00;6.234,05000000
SE;Sudeste/Centro-Oeste;01/07/2000 00:00:00;24.478,07916667
N;Norte;02/07/2000 00:00:00;2.281,89166667
NE;Nordeste;02/07/2000 00:00:00;4.994,26250000
S;Sul;02/07/2000 00:00:00;5.163,06666667
SE;Sudeste/Centro-Oeste;02/07/2000 00:00:00;21.904,77500000
N;Norte;03/07/2000 00:00:00;2.506,98750000
NE;Nordeste;03/07/2000 00:00:00;5.638,31250000
S;Sul;03/07/2000 00:00:00;6.735,55833333
SE;Sudeste/Centro-Oeste;03/07/2000 00:00:00;26.366,72083333
N;Norte;04/07/2000 00:00:00;2.529,29166667
NE;Nordeste;04/07/2000 00:00:00;5.718,62500000
S;Sul;04/07/2000 00:00:00;6.998,46250000
SE;Sudeste/Centro-Oeste;04/07/2000 00:00:00;26.797,22083333
N;Norte;05/07/2000 00:00:00;2.504,61666667
NE;Nordeste;05/07/2000 00:00:00;5.722,68333333
S;Sul;05/07/2000 00:00:00;7.175,69583333
SE;Sudeste/Centro-Oeste;05/07/2000 00:00:00;26.787,17916667
N;Norte;06/07/2000 00:00:00;2.502,10000000
NE;Nordeste;06/07/2000 00:00:00;5.728,04583333
S;Sul;06/07/2000 00:00:00;7.188,49166667
SE;Sudeste/Centro-Oeste;06/07/2000 00:00:00;26.693,77500000
N;Norte;07/07/2000 00:00:00;2.497,17916667
NE;Nordeste;07/07/2000 00:00:00;5.792,62916667
S;Sul;07/07/2000 00:00:00;7.243,15000000
SE;Sudeste/Centro-Oeste;07/07/2000 00:00:00;26.834,12083333
N;Norte;08/07/2000 00:00:00;2.421,10000000
NE;Nordeste;08/07/2000 00:00:00;5.446,13750000
S;Sul;08/07/2000 00:00:00;6.412,13750000
SE;Sudeste/Centro-Oeste;08/07/2000 00:00:00;24.692,75000000
N;Norte;09/07/2000 00:00:00;2.326,17083333
NE;Nordeste;09/07/2000 00:00:00;5.022,72916667
S;Sul;09/07/2000 00:00:00;5.346,39166667
SE;Sudeste/Centro-Oeste;09/07/2000 00:00:00;22.136,62916667
N;Norte;10/07/2000 00:00:00;2.476,94166667
NE;Nordeste;10/07/2000 00:00:00;5.691,64583333
S;Sul;10/07/2000 00:00:00;7.017,20416667
SE;Sudeste/Centro-Oeste;10/07/2000 00:00:00;26.586,83750000
N;Norte;11/07/2000 00:00:00;2.470,91250000
NE;Nordeste;11/07/2000 00:00:00;5.837,71666667
S;Sul;11/07/2000 00:00:00;7.136,76666667
SE;Sudeste/Centro-Oeste;11/07/2000 00:00:00;27.550,74583333
N;Norte;12/07/2000 00:00:00;2.482,12500000
NE;Nordeste;12/07/2000 00:00:00;5.794,77083333
S;Sul;12/07/2000 00:00:00;7.049,60833333
SE;Sudeste/Centro-Oeste;12/07/2000 00:00:00;27.172,99166667
N;Norte;13/07/2000 00:00:00;2.504,33333333
NE;Nordeste;13/07/2000 00:00:00;5.824,24583333
S;Sul;13/07/2000 00:00:00;6.986,52500000
SE;Sudeste/Centro-Oeste;13/07/2000 00:00:00;26.580,73750000
N;Norte;14/07/2000 00:00:00;2.475,96250000
NE;Nordeste;14/07/2000 00:00:00;5.833,60833333
S;Sul;14/07/2000 00:00:00;7.055,78750000
SE;Sudeste/Centro-Oeste;14/07/2000 00:00:00;26.486,42500000
N;Norte;15/07/2000 00:00:00;2.379,28750000
NE;Nordeste;15/07/2000 00:00:00;5.511,21666667
S;Sul;15/07/2000 00:00:00;6.314,01250000
SE;Sudeste/Centro-Oeste;15/07/2000 00:00:00;24.409,04166667
N;Norte;16/07/2000 00:00:00;2.254,55833333
NE;Nordeste;16/07/2000 00:00:00;5.058,03750000
S;Sul;16/07/2000 00:00:00;5.110,67916667
SE;Sudeste/Centro-Oeste;16/07/2000 00:00:00;21.287,44166667
N;Norte;17/07/2000 00:00:00;2.462,07916667
NE;Nordeste;17/07/2000 00:00:00;5.801,52916667
S;Sul;17/07/2000 00:00:00;6.697,58333333
SE;Sudeste/Centro-Oeste;17/07/2000 00:00:00;24.810,79166667
N;Norte;18/07/2000 00:00:00;2.490,43333333
NE;Nordeste;18/07/2000 00:00:00;6.008,10000000
S;Sul;18/07/2000 00:00:00;7.153,28041667
SE;Sudeste/Centro-Oeste;18/07/2000 00:00:00;25.504,84583333
N;Norte;19/07/2000 00:00:00;2.444,94583333
NE;Nordeste;19/07/2000 00:00:00;5.923,83333333
S;Sul;19/07/2000 00:00:00;7.174,71666667
SE;Sudeste/Centro-Oeste;19/07/2000 00:00:00;26.016,18333333
N;Norte;20/07/2000 00:00:00;2.459,86666667
NE;Nordeste;20/07/2000 00:00:00;5.818,23750000
S;Sul;20/07/2000 00:00:00;7.007,45000000
SE;Sudeste/Centro-Oeste;20/07/2000 00:00:00;26.021,24583333
N;Norte;21/07/2000 00:00:00;2.453,45000000
NE;Nordeste;21/07/2000 00:00:00;5.816,15833333
S;Sul;21/07/2000 00:00:00;6.964,21250000
SE;Sudeste/Centro-Oeste;21/07/2000 00:00:00;26.298,84583333
N;Norte;22/07/2000 00:00:00;2.376,72500000
NE;Nordeste;22/07/2000 00:00:00;5.480,75416667
S;Sul;22/07/2000 00:00:00;6.287,98750000
SE;Sudeste/Centro-Oeste;22/07/2000 00:00:00;24.774,96666667
N;Norte;23/07/2000 00:00:00;2.314,05416667
NE;Nordeste;23/07/2000 00:00:00;4.987,43333333
S;Sul;23/07/2000 00:00:00;5.096,75416667
SE;Sudeste/Centro-Oeste;23/07/2000 00:00:00;21.982,40833333
N;Norte;24/07/2000 00:00:00;2.473,79583333
NE;Nordeste;24/07/2000 00:00:00;5.736,32916667
S;Sul;24/07/2000 00:00:00;6.717,35416667
SE;Sudeste/Centro-Oeste;24/07/2000 00:00:00;25.375,35000000
N;Norte;25/07/2000 00:00:00;2.490,60833333
NE;Nordeste;25/07/2000 00:00:00;5.948,65000000
S;Sul;25/07/2000 00:00:00;6.928,28333333
SE;Sudeste/Centro-Oeste;25/07/2000 00:00:00;26.226,55833333
N;Norte;26/07/2000 00:00:00;2.513,74166667
NE;Nordeste;26/07/2000 00:00:00;6.009,80833333
S;Sul;26/07/2000 00:00:00;6.963,67500000
SE;Sudeste/Centro-Oeste;26/07/2000 00:00:00;26.378,21666667
N;Norte;27/07/2000 00:00:00;2.474,58750000
NE;Nordeste;27/07/2000 00:00:00;5.931,80416667
S;Sul;27/07/2000 00:00:00;6.902,48750000
SE;Sudeste/Centro-Oeste;27/07/2000 00:00:00;26.324,36666667
N;Norte;28/07/2000 00:00:00;2.464,56250000
NE;Nordeste;28/07/2000 00:00:00;5.799,19166667
S;Sul;28/07/2000 00:00:00;7.002,82916667
SE;Sudeste/Centro-Oeste;28/07/2000 00:00:00;26.248,78750000
N;Norte;29/07/2000 00:00:00;2.401,21250000
NE;Nordeste;29/07/2000 00:00:00;5.486,38333333
S;Sul;29/07/2000 00:00:00;6.211,61666667
SE;Sudeste/Centro-Oeste;29/07/2000 00:00:00;24.207,17083333
N;Norte;30/07/2000 00:00:00;2.336,00833333
NE;Nordeste;30/07/2000 00:00:00;5.052,18333333
S;Sul;30/07/2000 00:00:00;5.158,91250000
SE;Sudeste/Centro-Oeste;30/07/2000 00:00:00;21.644,92500000
N;Norte;31/07/2000 00:00:00;2.543,50000000
NE;Nordeste;31/07/2000 00:00:00;5.717,84166667
S;Sul;31/07/2000 00:00:00;6.859,27916667
SE;Sudeste/Centro-Oeste;31/07/2000 00:00:00;25.719,78333333
N;Norte;01/08/2000 00:00:00;2.573,41666667
NE;Nordeste;01/08/2000 00:00:00;5.709,58750000
S;Sul;01/08/2000 00:00:00;7.079,14583333
SE;Sudeste/Centro-Oeste;01/08/2000 00:00:00;26.547,14583333
N;Norte;02/08/2000 00:00:00;2.558,51250000
NE;Nordeste;02/08/2000 00:00:00;5.677,50000000
S;Sul;02/08/2000 00:00:00;7.047,79166667
SE;Sudeste/Centro-Oeste;02/08/2000 00:00:00;26.870,34166667
N;Norte;03/08/2000 00:00:00;2.576,10833333
NE;Nordeste;03/08/2000 00:00:00;5.806,42916667
S;Sul;03/08/2000 00:00:00;7.104,34583333
SE;Sudeste/Centro-Oeste;03/08/2000 00:00:00;27.049,41250000
N;Norte;04/08/2000 00:00:00;2.576,13333333
NE;Nordeste;04/08/2000 00:00:00;5.889,97083333
S;Sul;04/08/2000 00:00:00;6.957,08750000
SE;Sudeste/Centro-Oeste;04/08/2000 00:00:00;26.877,01250000
N;Norte;05/08/2000 00:00:00;2.483,45000000
NE;Nordeste;05/08/2000 00:00:00;5.586,77083333
S;Sul;05/08/2000 00:00:00;6.100,82916667
SE;Sudeste/Centro-Oeste;05/08/2000 00:00:00;24.208,30000000
N;Norte;06/08/2000 00:00:00;2.407,31250000
NE;Nordeste;06/08/2000 00:00:00;5.085,17916667
S;Sul;06/08/2000 00:00:00;5.035,50833333
SE;Sudeste/Centro-Oeste;06/08/2000 00:00:00;21.438,41250000
N;Norte;07/08/2000 00:00:00;2.552,62083333
NE;Nordeste;07/08/2000 00:00:00;5.721,23333333
S;Sul;07/08/2000 00:00:00;6.745,30833333
SE;Sudeste/Centro-Oeste;07/08/2000 00:00:00;26.010,66666667
N;Norte;08/08/2000 00:00:00;2.565,89166667
NE;Nordeste;08/08/2000 00:00:00;5.833,59583333
S;Sul;08/08/2000 00:00:00;7.124,77500000
SE;Sudeste/Centro-Oeste;08/08/2000 00:00:00;26.843,54166667
N;Norte;09/08/2000 00:00:00;2.575,64583333
NE;Nordeste;09/08/2000 00:00:00;5.868,69583333
S;Sul;09/08/2000 00:00:00;7.147,77916667
SE;Sudeste/Centro-Oeste;09/08/2000 00:00:00;27.180,32916667
N;Norte;10/08/2000 00:00:00;2.583,71250000
NE;Nordeste;10/08/2000 00:00:00;5.890,54166667
S;Sul;10/08/2000 00:00:00;7.173,09583333
SE;Sudeste/Centro-Oeste;10/08/2000 00:00:00;27.280,50833333
N;Norte;11/08/2000 00:00:00;2.576,75000000
NE;Nordeste;11/08/2000 00:00:00;5.931,83333333
S;Sul;11/08/2000 00:00:00;7.085,32916667
SE;Sudeste/Centro-Oeste;11/08/2000 00:00:00;26.966,97083333
N;Norte;12/08/2000 00:00:00;2.504,85833333
NE;Nordeste;12/08/2000 00:00:00;5.685,74166667
S;Sul;12/08/2000 00:00:00;6.187,98750000
SE;Sudeste/Centro-Oeste;12/08/2000 00:00:00;24.146,56666667
N;Norte;13/08/2000 00:00:00;2.392,15000000
